time,id,x,y,z
4.08,12,-0.07,0.0,0.67
4.08,13,-0.49,0.0,1.22
4.08,14,-1.27,0.0,1.92
4.08,15,-2.06,0.0,2.72
4.08,16,-2.4,0.0,3.6
4.08,17,-2.06,0.0,4.41
4.08,18,-0.87,0.0,4.63
4.08,19,0.5,0.0,4.27
4.08,20,1.78,0.0,3.51
4.09,1,-1.68,0.0,3.35
4.09,2,-0.33,0.0,3.9
4.09,3,0.49,0.0,4.56
4.09,4,1.27,0.0,4.78
4.09,5,2.06,0.0,4.41
4.09,6,2.4,0.0,3.6
4.09,7,2.06,0.0,2.72
4.09,8,1.27,0.0,1.92
4.09,9,0.49,0.0,1.22
4.09,10,0.07,0.0,0.67
4.09,11,0.0,0.0,0.45
4.09,12,-0.07,0.0,0.67
4.09,13,-0.49,0.0,1.22
4.09,14,-1.27,0.0,1.92
4.09,15,-2.06,0.0,2.72
4.09,16,-2.4,0.0,3.6
4.09,17,-2.06,0.0,4.41
4.09,18,-0.92,0.0,4.65
4.09,19,0.46,0.0,4.28
4.09,20,1.73,0.0,3.53
4.11,1,-1.63,0.0,3.37
4.11,2,-0.29,0.0,3.92
4.11,3,0.49,0.0,4.56
4.11,4,1.27,0.0,4.78
4.11,5,2.06,0.0,4.41
4.11,6,2.4,0.0,3.6
4.11,7,2.06,0.0,2.72
4.11,8,1.27,0.0,1.92
4.11,9,0.49,0.0,1.22
4.11,10,0.07,0.0,0.67
4.11,11,0.0,0.0,0.45
4.11,12,-0.07,0.0,0.67
4.11,13,-0.49,0.0,1.22
4.11,14,-1.27,0.0,1.92
4.11,15,-2.06,0.0,2.72
4.11,16,-2.4,0.0,3.6
4.11,17,-2.06,0.0,4.41
4.11,18,-0.96,0.0,4.67
4.11,19,0.41,0.0,4.29
4.11,20,1.68,0.0,3.54
4.13,1,-1.58,0.0,3.38
4.13,2,-0.24,0.0,3.93
4.13,3,0.49,0.0,4.56
4.13,4,1.27,0.0,4.78
4.13,5,2.06,0.0,4.41
4.13,6,2.4,0.0,3.6
4.13,7,2.06,0.0,2.72
4.13,8,1.27,0.0,1.92
4.13,9,0.49,0.0,1.22
4.13,10,0.07,0.0,0.67
4.13,11,0.0,0.0,0.45
4.13,12,-0.07,0.0,0.67
4.13,13,-0.49,0.0,1.22
4.13,14,-1.27,0.0,1.92
4.13,15,-2.06,0.0,2.72
4.13,16,-2.4,0.0,3.6
4.13,17,-2.06,0.0,4.41
4.13,18,-1.01,0.0,4.69
4.13,19,0.36,0.0,4.3
4.13,20,1.63,0.0,3.55
4.14,1,-1.53,0.0,3.39
4.14,2,-0.19,0.0,3.95
4.14,3,0.49,0.0,4.56
4.14,4,1.27,0.0,4.78
4.14,5,2.06,0.0,4.41
4.14,6,2.4,0.0,3.6
4.14,7,2.06,0.0,2.72
4.14,8,1.27,0.0,1.92
4.14,9,0.49,0.0,1.22
4.14,10,0.07,0.0,0.67
4.14,11,0.0,0.0,0.45
4.14,12,-0.07,0.0,0.67
4.14,13,-0.49,0.0,1.22
4.14,14,-1.27,0.0,1.92
4.14,15,-2.06,0.0,2.72
4.14,16,-2.4,0.0,3.6
4.14,17,-2.06,0.0,4.41
4.14,18,-1.06,0.0,4.7
4.14,19,0.31,0.0,4.31
4.14,20,1.58,0.0,3.57
4.16,1,-1.49,0.0,3.4
4.16,2,-0.14,0.0,3.96
4.16,3,0.49,0.0,4.56
4.16,4,1.27,0.0,4.78
4.16,5,2.06,0.0,4.41
4.16,6,2.4,0.0,3.6
4.16,7,2.06,0.0,2.72
4.16,8,1.27,0.0,1.92
4.16,9,0.49,0.0,1.22
4.16,10,0.07,0.0,0.67
4.16,11,0.0,0.0,0.45
4.16,12,-0.07,0.0,0.67
4.16,13,-0.49,0.0,1.22
4.16,14,-1.27,0.0,1.92
4.16,15,-2.06,0.0,2.72
4.16,16,-2.4,0.0,3.6
4.16,17,-2.06,0.0,4.41
4.16,18,-1.1,0.0,4.72
4.16,19,0.26,0.0,4.32
4.16,20,1.54,0.0,3.58
4.17,1,-1.44,0.0,3.41
4.17,2,-0.09,0.0,3.97
4.17,3,0.49,0.0,4.56
4.17,4,1.27,0.0,4.78
4.17,5,2.06,0.0,4.41
4.17,6,2.4,0.0,3.6
4.17,7,2.06,0.0,2.72
4.17,8,1.27,0.0,1.92
4.17,9,0.49,0.0,1.22
4.17,10,0.07,0.0,0.67
4.17,11,0.0,0.0,0.45
4.17,12,-0.07,0.0,0.67
4.17,13,-0.49,0.0,1.22
4.17,14,-1.27,0.0,1.92
4.17,15,-2.06,0.0,2.72
4.17,16,-2.4,0.0,3.6
4.17,17,-2.06,0.0,4.41
4.17,18,-1.15,0.0,4.74
4.17,19,0.21,0.0,4.33
4.17,20,1.49,0.0,3.59
4.19,1,-1.39,0.0,3.42
4.19,2,-0.05,0.0,3.99
4.19,3,0.49,0.0,4.56
4.19,4,1.27,0.0,4.78
4.19,5,2.06,0.0,4.41
4.19,6,2.4,0.0,3.6
4.19,7,2.06,0.0,2.72
4.19,8,1.27,0.0,1.92
4.19,9,0.49,0.0,1.22
4.19,10,0.07,0.0,0.67
4.19,11,0.0,0.0,0.45
4.19,12,-0.07,0.0,0.67
4.19,13,-0.49,0.0,1.22
4.19,14,-1.27,0.0,1.92
4.19,15,-2.06,0.0,2.72
4.19,16,-2.4,0.0,3.6
4.19,17,-2.06,0.0,4.41
4.19,18,-1.2,0.0,4.76
4.19,19,0.16,0.0,4.35
4.19,20,1.44,0.0,3.61
4.2,1,-1.34,0.0,3.43
4.2,2,0.0,0.0,4.0
4.2,3,0.49,0.0,4.56
4.2,4,1.27,0.0,4.78
4.2,5,2.06,0.0,4.41
4.2,6,2.4,0.0,3.6
4.2,7,2.06,0.0,2.72
4.2,8,1.27,0.0,1.92
4.2,9,0.49,0.0,1.22
4.2,10,0.07,0.0,0.67
4.2,11,0.0,0.0,0.45
4.2,12,-0.07,0.0,0.67
4.2,13,-0.49,0.0,1.22
4.2,14,-1.27,0.0,1.92
4.2,15,-2.06,0.0,2.72
4.2,16,-2.4,0.0,3.6
4.2,17,-2.06,0.0,4.41
4.2,18,-1.24,0.0,4.77
4.2,19,0.11,0.0,4.36
4.2,20,1.39,0.0,3.62
4.22,1,-1.29,0.0,3.44
4.22,2,0.05,0.0,4.02
4.22,3,0.49,0.0,4.56
4.22,4,1.27,0.0,4.78
4.22,5,2.06,0.0,4.41
4.22,6,2.4,0.0,3.6
4.22,7,2.06,0.0,2.72
4.22,8,1.27,0.0,1.92
4.22,9,0.49,0.0,1.22
4.22,10,0.07,0.0,0.67
4.22,11,0.0,0.0,0.45
4.22,12,-0.07,0.0,0.67
4.22,13,-0.49,0.0,1.22
4.22,14,-1.27,0.0,1.92
4.22,15,-2.06,0.0,2.72
4.22,16,-2.4,0.0,3.6
4.22,17,-2.06,0.0,4.41
4.22,18,-1.27,0.0,4.78
4.22,19,0.07,0.0,4.38
4.22,20,1.34,0.0,3.63
4.23,1,-1.24,0.0,3.46
4.23,2,0.07,0.0,4.03
4.23,3,0.49,0.0,4.56
4.23,4,1.27,0.0,4.78
4.23,5,2.06,0.0,4.41
4.23,6,2.4,0.0,3.6
4.23,7,2.06,0.0,2.72
4.23,8,1.27,0.0,1.92
4.23,9,0.49,0.0,1.22
4.23,10,0.07,0.0,0.67
4.23,11,0.0,0.0,0.45
4.23,12,-0.07,0.0,0.67
4.23,13,-0.49,0.0,1.22
4.23,14,-1.27,0.0,1.92
4.23,15,-2.06,0.0,2.72
4.23,16,-2.4,0.0,3.6
4.23,17,-2.06,0.0,4.41
4.23,18,-1.27,0.0,4.78
4.23,19,0.02,0.0,4.4
4.23,20,1.29,0.0,3.65
4.25,1,-1.19,0.0,3.47
4.25,2,0.07,0.0,4.03
4.25,3,0.49,0.0,4.56
4.25,4,1.27,0.0,4.78
4.25,5,2.06,0.0,4.41
4.25,6,2.4,0.0,3.6
4.25,7,2.06,0.0,2.72
4.25,8,1.27,0.0,1.92
4.25,9,0.49,0.0,1.22
4.25,10,0.07,0.0,0.67
4.25,11,0.0,0.0,0.45
4.25,12,-0.07,0.0,0.67
4.25,13,-0.49,0.0,1.22
4.25,14,-1.27,0.0,1.92
4.25,15,-2.06,0.0,2.72
4.25,16,-2.4,0.0,3.6
4.25,17,-2.06,0.0,4.41
4.25,18,-1.27,0.0,4.78
4.25,19,-0.03,0.0,4.41
4.25,20,1.25,0.0,3.66
4.27,1,-1.14,0.0,3.48
4.27,2,0.07,0.0,4.03
4.27,3,0.49,0.0,4.56
4.27,4,1.27,0.0,4.78
4.27,5,2.06,0.0,4.41
4.27,6,2.4,0.0,3.6
4.27,7,2.06,0.0,2.72
4.27,8,1.27,0.0,1.92
4.27,9,0.49,0.0,1.22
4.27,10,0.07,0.0,0.67
4.27,11,0.0,0.0,0.45
4.27,12,-0.07,0.0,0.67
4.27,13,-0.49,0.0,1.22
4.27,14,-1.27,0.0,1.92
4.27,15,-2.06,0.0,2.72
4.27,16,-2.4,0.0,3.6
4.27,17,-2.06,0.0,4.41
4.27,18,-1.27,0.0,4.78
4.27,19,-0.08,0.0,4.43
4.27,20,1.2,0.0,3.67
4.28,1,-1.1,0.0,3.49
4.28,2,0.07,0.0,4.03
4.28,3,0.49,0.0,4.56
4.28,4,1.27,0.0,4.78
4.28,5,2.06,0.0,4.41
4.28,6,2.4,0.0,3.6
4.28,7,2.06,0.0,2.72
4.28,8,1.27,0.0,1.92
4.28,9,0.49,0.0,1.22
4.28,10,0.07,0.0,0.67
4.28,11,0.0,0.0,0.45
4.28,12,-0.07,0.0,0.67
4.28,13,-0.49,0.0,1.22
4.28,14,-1.27,0.0,1.92
4.28,15,-2.06,0.0,2.72
4.28,16,-2.4,0.0,3.6
4.28,17,-2.06,0.0,4.41
4.28,18,-1.27,0.0,4.78
4.28,19,-0.12,0.0,4.44
4.28,20,1.15,0.0,3.69
4.3,1,-1.05,0.0,3.5
4.3,2,0.07,0.0,4.03
4.3,3,0.49,0.0,4.56
4.3,4,1.27,0.0,4.78
4.3,5,2.06,0.0,4.41
4.3,6,2.4,0.0,3.6
4.3,7,2.06,0.0,2.72
4.3,8,1.27,0.0,1.92
4.3,9,0.49,0.0,1.22
4.3,10,0.07,0.0,0.67
4.3,11,0.0,0.0,0.45
4.3,12,-0.07,0.0,0.67
4.3,13,-0.49,0.0,1.22
4.3,14,-1.27,0.0,1.92
4.3,15,-2.06,0.0,2.72
4.3,16,-2.4,0.0,3.6
4.3,17,-2.06,0.0,4.41
4.3,18,-1.27,0.0,4.78
4.3,19,-0.17,0.0,4.46
4.3,20,1.1,0.0,3.7
4.31,1,-1.0,0.0,3.51
4.31,2,0.07,0.0,4.03
4.31,3,0.49,0.0,4.56
4.31,4,1.27,0.0,4.78
4.31,5,2.06,0.0,4.41
4.31,6,2.4,0.0,3.6
4.31,7,2.06,0.0,2.72
4.31,8,1.27,0.0,1.92
4.31,9,0.49,0.0,1.22
4.31,10,0.07,0.0,0.67
4.31,11,0.0,0.0,0.45
4.31,12,-0.07,0.0,0.67
4.31,13,-0.49,0.0,1.22
4.31,14,-1.27,0.0,1.92
4.31,15,-2.06,0.0,2.72
4.31,16,-2.4,0.0,3.6
4.31,17,-2.06,0.0,4.41
4.31,18,-1.27,0.0,4.78
4.31,19,-0.22,0.0,4.47
4.31,20,1.05,0.0,3.71
4.33,1,-0.95,0.0,3.52
4.33,2,0.07,0.0,4.03
4.33,3,0.49,0.0,4.56
4.33,4,1.27,0.0,4.78
4.33,5,2.06,0.0,4.41
4.33,6,2.4,0.0,3.6
4.33,7,2.06,0.0,2.72
4.33,8,1.27,0.0,1.92
4.33,9,0.49,0.0,1.22
4.33,10,0.07,0.0,0.67
4.33,11,0.0,0.0,0.45
4.33,12,-0.07,0.0,0.67
4.33,13,-0.49,0.0,1.22
4.33,14,-1.27,0.0,1.92
4.33,15,-2.06,0.0,2.72
4.33,16,-2.4,0.0,3.6
4.33,17,-2.06,0.0,4.41
4.33,18,-1.27,0.0,4.78
4.33,19,-0.27,0.0,4.49
4.33,20,1.01,0.0,3.73
4.35,1,-0.9,0.0,3.54
4.35,2,0.07,0.0,4.03
4.35,3,0.49,0.0,4.56
4.35,4,1.27,0.0,4.78
4.35,5,2.06,0.0,4.41
4.35,6,2.4,0.0,3.6
4.35,7,2.06,0.0,2.72
4.35,8,1.27,0.0,1.92
4.35,9,0.49,0.0,1.22
4.35,10,0.07,0.0,0.67
4.35,11,0.0,0.0,0.45
4.35,12,-0.07,0.0,0.67
4.35,13,-0.49,0.0,1.22
4.35,14,-1.27,0.0,1.92
4.35,15,-2.06,0.0,2.72
4.35,16,-2.4,0.0,3.6
4.35,17,-2.06,0.0,4.41
4.35,18,-1.27,0.0,4.78
4.35,19,-0.31,0.0,4.5
4.35,20,0.96,0.0,3.74
4.36,1,-0.85,0.0,3.55
4.36,2,0.07,0.0,4.03
4.36,3,0.49,0.0,4.56
4.36,4,1.27,0.0,4.78
4.36,5,2.06,0.0,4.41
4.36,6,2.4,0.0,3.6
4.36,7,2.06,0.0,2.72
4.36,8,1.27,0.0,1.92
4.36,9,0.49,0.0,1.22
4.36,10,0.07,0.0,0.67
4.36,11,0.0,0.0,0.45
4.36,12,-0.07,0.0,0.67
4.36,13,-0.49,0.0,1.22
4.36,14,-1.27,0.0,1.92
4.36,15,-2.06,0.0,2.72
4.36,16,-2.4,0.0,3.6
4.36,17,-2.06,0.0,4.41
4.36,18,-1.27,0.0,4.78
4.36,19,-0.36,0.0,4.52
4.36,20,0.91,0.0,3.75
4.38,1,-0.8,0.0,3.56
4.38,2,0.07,0.0,4.03
4.38,3,0.49,0.0,4.56
4.38,4,1.27,0.0,4.78
4.38,5,2.06,0.0,4.41
4.38,6,2.4,0.0,3.6
4.38,7,2.06,0.0,2.72
4.38,8,1.27,0.0,1.92
4.38,9,0.49,0.0,1.22
4.38,10,0.07,0.0,0.67
4.38,11,0.0,0.0,0.45
4.38,12,-0.07,0.0,0.67
4.38,13,-0.49,0.0,1.22
4.38,14,-1.27,0.0,1.92
4.38,15,-2.06,0.0,2.72
4.38,16,-2.4,0.0,3.6
4.38,17,-2.06,0.0,4.41
4.38,18,-1.27,0.0,4.78
4.38,19,-0.41,0.0,4.53
4.38,20,0.86,0.0,3.77
4.39,1,-0.76,0.0,3.57
4.39,2,0.07,0.0,4.03
4.39,3,0.49,0.0,4.56
4.39,4,1.27,0.0,4.78
4.39,5,2.06,0.0,4.41
4.39,6,2.4,0.0,3.6
4.39,7,2.06,0.0,2.72
4.39,8,1.27,0.0,1.92
4.39,9,0.49,0.0,1.22
4.39,10,0.07,0.0,0.67
4.39,11,0.0,0.0,0.45
4.39,12,-0.07,0.0,0.67
4.39,13,-0.49,0.0,1.22
4.39,14,-1.27,0.0,1.92
4.39,15,-2.06,0.0,2.72
4.39,16,-2.4,0.0,3.6
4.39,17,-2.06,0.0,4.41
4.39,18,-1.27,0.0,4.78
4.39,19,-0.46,0.0,4.55
4.39,20,0.81,0.0,3.78
4.41,1,-0.71,0.0,3.58
4.41,2,0.07,0.0,4.03
4.41,3,0.49,0.0,4.56
4.41,4,1.27,0.0,4.78
4.41,5,2.06,0.0,4.41
4.41,6,2.4,0.0,3.6
4.41,7,2.06,0.0,2.72
4.41,8,1.27,0.0,1.92
4.41,9,0.49,0.0,1.22
4.41,10,0.07,0.0,0.67
4.41,11,0.0,0.0,0.45
4.41,12,-0.07,0.0,0.67
4.41,13,-0.49,0.0,1.22
4.41,14,-1.27,0.0,1.92
4.41,15,-2.06,0.0,2.72
4.41,16,-2.4,0.0,3.6
4.41,17,-2.06,0.0,4.41
4.41,18,-1.27,0.0,4.78
4.41,19,-0.49,0.0,4.56
4.41,20,0.76,0.0,3.79
4.42,1,-0.66,0.0,3.59
4.42,2,0.07,0.0,4.03
4.42,3,0.49,0.0,4.56
4.42,4,1.27,0.0,4.78
4.42,5,2.06,0.0,4.41
4.42,6,2.4,0.0,3.6
4.42,7,2.06,0.0,2.72
4.42,8,1.27,0.0,1.92
4.42,9,0.49,0.0,1.22
4.42,10,0.07,0.0,0.67
4.42,11,0.0,0.0,0.45
4.42,12,-0.07,0.0,0.67
4.42,13,-0.49,0.0,1.22
4.42,14,-1.27,0.0,1.92
4.42,15,-2.06,0.0,2.72
4.42,16,-2.4,0.0,3.6
4.42,17,-2.06,0.0,4.41
4.42,18,-1.27,0.0,4.78
4.42,19,-0.49,0.0,4.56
4.42,20,0.72,0.0,3.81
4.44,1,-0.61,0.0,3.6
4.44,2,0.07,0.0,4.03
4.44,3,0.49,0.0,4.56
4.44,4,1.27,0.0,4.78
4.44,5,2.06,0.0,4.41
4.44,6,2.4,0.0,3.6
4.44,7,2.06,0.0,2.72
4.44,8,1.27,0.0,1.92
4.44,9,0.49,0.0,1.22
4.44,10,0.07,0.0,0.67
4.44,11,0.0,0.0,0.45
4.44,12,-0.07,0.0,0.67
4.44,13,-0.49,0.0,1.22
4.44,14,-1.27,0.0,1.92
4.44,15,-2.06,0.0,2.72
4.44,16,-2.4,0.0,3.6
4.44,17,-2.06,0.0,4.41
4.44,18,-1.27,0.0,4.78
4.44,19,-0.49,0.0,4.56
4.44,20,0.67,0.0,3.82
4.46,1,-0.56,0.0,3.62
4.46,2,0.07,0.0,4.03
4.46,3,0.49,0.0,4.56
4.46,4,1.27,0.0,4.78
4.46,5,2.06,0.0,4.41
4.46,6,2.4,0.0,3.6
4.46,7,2.06,0.0,2.72
4.46,8,1.27,0.0,1.92
4.46,9,0.49,0.0,1.22
4.46,10,0.07,0.0,0.67
4.46,11,0.0,0.0,0.45
4.46,12,-0.07,0.0,0.67
4.46,13,-0.49,0.0,1.22
4.46,14,-1.27,0.0,1.92
4.46,15,-2.06,0.0,2.72
4.46,16,-2.4,0.0,3.6
4.46,17,-2.06,0.0,4.41
4.46,18,-1.27,0.0,4.78
4.46,19,-0.49,0.0,4.56
4.46,20,0.62,0.0,3.83
4.47,1,-0.51,0.0,3.63
4.47,2,0.07,0.0,4.03
4.47,3,0.49,0.0,4.56
4.47,4,1.27,0.0,4.78
4.47,5,2.06,0.0,4.41
4.47,6,2.4,0.0,3.6
4.47,7,2.06,0.0,2.72
4.47,8,1.27,0.0,1.92
4.47,9,0.49,0.0,1.22
4.47,10,0.07,0.0,0.67
4.47,11,0.0,0.0,0.45
4.47,12,-0.07,0.0,0.67
4.47,13,-0.49,0.0,1.22
4.47,14,-1.27,0.0,1.92
4.47,15,-2.06,0.0,2.72
4.47,16,-2.4,0.0,3.6
4.47,17,-2.06,0.0,4.41
4.47,18,-1.27,0.0,4.78
4.47,19,-0.49,0.0,4.56
4.47,20,0.57,0.0,3.85
4.49,1,-0.46,0.0,3.64
4.49,2,0.07,0.0,4.03
4.49,3,0.49,0.0,4.56
4.49,4,1.27,0.0,4.78
4.49,5,2.06,0.0,4.41
4.49,6,2.4,0.0,3.6
4.49,7,2.06,0.0,2.72
4.49,8,1.27,0.0,1.92
4.49,9,0.49,0.0,1.22
4.49,10,0.07,0.0,0.67
4.49,11,0.0,0.0,0.45
4.49,12,-0.07,0.0,0.67
4.49,13,-0.49,0.0,1.22
4.49,14,-1.27,0.0,1.92
4.49,15,-2.06,0.0,2.72
4.49,16,-2.4,0.0,3.6
4.49,17,-2.06,0.0,4.41
4.49,18,-1.27,0.0,4.78
4.49,19,-0.49,0.0,4.56
4.49,20,0.52,0.0,3.86
4.5,1,-0.41,0.0,3.65
4.5,2,0.07,0.0,4.03
4.5,3,0.49,0.0,4.56
4.5,4,1.27,0.0,4.78
4.5,5,2.06,0.0,4.41
4.5,6,2.4,0.0,3.6
4.5,7,2.06,0.0,2.72
4.5,8,1.27,0.0,1.92
4.5,9,0.49,0.0,1.22
4.5,10,0.07,0.0,0.67
4.5,11,0.0,0.0,0.45
4.5,12,-0.07,0.0,0.67
4.5,13,-0.49,0.0,1.22
4.5,14,-1.27,0.0,1.92
4.5,15,-2.06,0.0,2.72
4.5,16,-2.4,0.0,3.6
4.5,17,-2.06,0.0,4.41
4.5,18,-1.27,0.0,4.78
4.5,19,-0.49,0.0,4.56
4.5,20,0.48,0.0,3.87
4.52,1,-0.37,0.0,3.66
4.52,2,0.07,0.0,4.03
4.52,3,0.49,0.0,4.56
4.52,4,1.27,0.0,4.78
4.52,5,2.06,0.0,4.41
4.52,6,2.4,0.0,3.6
4.52,7,2.06,0.0,2.72
4.52,8,1.27,0.0,1.92
4.52,9,0.49,0.0,1.22
4.52,10,0.07,0.0,0.67
4.52,11,0.0,0.0,0.45
4.52,12,-0.07,0.0,0.67
4.52,13,-0.49,0.0,1.22
4.52,14,-1.27,0.0,1.92
4.52,15,-2.06,0.0,2.72
4.52,16,-2.4,0.0,3.6
4.52,17,-2.06,0.0,4.41
4.52,18,-1.27,0.0,4.78
4.52,19,-0.49,0.0,4.56
4.52,20,0.43,0.0,3.89
4.53,1,-0.32,0.0,3.67
4.53,2,0.07,0.0,4.03
4.53,3,0.49,0.0,4.56
4.53,4,1.27,0.0,4.78
4.53,5,2.06,0.0,4.41
4.53,6,2.4,0.0,3.6
4.53,7,2.06,0.0,2.72
4.53,8,1.27,0.0,1.92
4.53,9,0.49,0.0,1.22
4.53,10,0.07,0.0,0.67
4.53,11,0.0,0.0,0.45
4.53,12,-0.07,0.0,0.67
4.53,13,-0.49,0.0,1.22
4.53,14,-1.27,0.0,1.92
4.53,15,-2.06,0.0,2.72
4.53,16,-2.4,0.0,3.6
4.53,17,-2.06,0.0,4.41
4.53,18,-1.27,0.0,4.78
4.53,19,-0.49,0.0,4.56
4.53,20,0.38,0.0,3.9
4.55,1,-0.27,0.0,3.68
4.55,2,0.07,0.0,4.03
4.55,3,0.49,0.0,4.56
4.55,4,1.27,0.0,4.78
4.55,5,2.06,0.0,4.41
4.55,6,2.4,0.0,3.6
4.55,7,2.06,0.0,2.72
4.55,8,1.27,0.0,1.92
4.55,9,0.49,0.0,1.22
4.55,10,0.07,0.0,0.67
4.55,11,0.0,0.0,0.45
4.55,12,-0.07,0.0,0.67
4.55,13,-0.49,0.0,1.22
4.55,14,-1.27,0.0,1.92
4.55,15,-2.06,0.0,2.72
4.55,16,-2.4,0.0,3.6
4.55,17,-2.06,0.0,4.41
4.55,18,-1.27,0.0,4.78
4.55,19,-0.49,0.0,4.56
4.55,20,0.33,0.0,3.91
4.57,1,-0.22,0.0,3.7
4.57,2,0.07,0.0,4.03
4.57,3,0.49,0.0,4.56
4.57,4,1.27,0.0,4.78
4.57,5,2.06,0.0,4.41
4.57,6,2.4,0.0,3.6
4.57,7,2.06,0.0,2.72
4.57,8,1.27,0.0,1.92
4.57,9,0.49,0.0,1.22
4.57,10,0.07,0.0,0.67
4.57,11,0.0,0.0,0.45
4.57,12,-0.07,0.0,0.67
4.57,13,-0.49,0.0,1.22
4.57,14,-1.27,0.0,1.92
4.57,15,-2.06,0.0,2.72
4.57,16,-2.4,0.0,3.6
4.57,17,-2.06,0.0,4.41
4.57,18,-1.27,0.0,4.78
4.57,19,-0.49,0.0,4.56
4.57,20,0.29,0.0,3.92
4.58,1,-0.17,0.0,3.71
4.58,2,0.07,0.0,4.03
4.58,3,0.49,0.0,4.56
4.58,4,1.27,0.0,4.78
4.58,5,2.06,0.0,4.41
4.58,6,2.4,0.0,3.6
4.58,7,2.06,0.0,2.72
4.58,8,1.27,0.0,1.92
4.58,9,0.49,0.0,1.22
4.58,10,0.07,0.0,0.67
4.58,11,0.0,0.0,0.45
4.58,12,-0.07,0.0,0.67
4.58,13,-0.49,0.0,1.22
4.58,14,-1.27,0.0,1.92
4.58,15,-2.06,0.0,2.72
4.58,16,-2.4,0.0,3.6
4.58,17,-2.06,0.0,4.41
4.58,18,-1.27,0.0,4.78
4.58,19,-0.49,0.0,4.56
4.58,20,0.25,0.0,3.93
4.6,1,-0.12,0.0,3.72
4.6,2,0.07,0.0,4.03
4.6,3,0.49,0.0,4.56
4.6,4,1.27,0.0,4.78
4.6,5,2.06,0.0,4.41
4.6,6,2.4,0.0,3.6
4.6,7,2.06,0.0,2.72
4.6,8,1.27,0.0,1.92
4.6,9,0.49,0.0,1.22
4.6,10,0.07,0.0,0.67
4.6,11,0.0,0.0,0.45
4.6,12,-0.07,0.0,0.67
4.6,13,-0.49,0.0,1.22
4.6,14,-1.27,0.0,1.92
4.6,15,-2.06,0.0,2.72
4.6,16,-2.4,0.0,3.6
4.6,17,-2.06,0.0,4.41
4.6,18,-1.27,0.0,4.78
4.6,19,-0.49,0.0,4.56
4.6,20,0.21,0.0,3.94
4.61,1,-0.08,0.0,3.73
4.61,2,0.07,0.0,4.03
4.61,3,0.49,0.0,4.56
4.61,4,1.27,0.0,4.78
4.61,5,2.06,0.0,4.41
4.61,6,2.4,0.0,3.6
4.61,7,2.06,0.0,2.72
4.61,8,1.27,0.0,1.92
4.61,9,0.49,0.0,1.22
4.61,10,0.07,0.0,0.67
4.61,11,0.0,0.0,0.45
4.61,12,-0.07,0.0,0.67
4.61,13,-0.49,0.0,1.22
4.61,14,-1.27,0.0,1.92
4.61,15,-2.06,0.0,2.72
4.61,16,-2.4,0.0,3.6
4.61,17,-2.06,0.0,4.41
4.61,18,-1.27,0.0,4.78
4.61,19,-0.49,0.0,4.56
4.61,20,0.17,0.0,3.95
4.63,1,-0.03,0.0,3.74
4.63,2,0.07,0.0,4.03
4.63,3,0.49,0.0,4.56
4.63,4,1.27,0.0,4.78
4.63,5,2.06,0.0,4.41
4.63,6,2.4,0.0,3.6
4.63,7,2.06,0.0,2.72
4.63,8,1.27,0.0,1.92
4.63,9,0.49,0.0,1.22
4.63,10,0.07,0.0,0.67
4.63,11,0.0,0.0,0.45
4.63,12,-0.07,0.0,0.67
4.63,13,-0.49,0.0,1.22
4.63,14,-1.27,0.0,1.92
4.63,15,-2.06,0.0,2.72
4.63,16,-2.4,0.0,3.6
4.63,17,-2.06,0.0,4.41
4.63,18,-1.27,0.0,4.78
4.63,19,-0.49,0.0,4.56
4.63,20,0.13,0.0,3.96
4.64,1,0.0,0.0,3.75
4.64,2,0.07,0.0,4.03
4.64,3,0.49,0.0,4.56
4.64,4,1.27,0.0,4.78
4.64,5,2.06,0.0,4.41
4.64,6,2.4,0.0,3.6
4.64,7,2.06,0.0,2.72
4.64,8,1.27,0.0,1.92
4.64,9,0.49,0.0,1.22
4.64,10,0.07,0.0,0.67
4.64,11,0.0,0.0,0.45
4.64,12,-0.07,0.0,0.67
4.64,13,-0.49,0.0,1.22
4.64,14,-1.27,0.0,1.92
4.64,15,-2.06,0.0,2.72
4.64,16,-2.4,0.0,3.6
4.64,17,-2.06,0.0,4.41
4.64,18,-1.27,0.0,4.78
4.64,19,-0.49,0.0,4.56
4.64,20,0.09,0.0,3.97
4.66,1,0.0,0.0,3.75
4.66,2,0.07,0.0,4.03
4.66,3,0.49,0.0,4.56
4.66,4,1.27,0.0,4.78
4.66,5,2.06,0.0,4.41
4.66,6,2.4,0.0,3.6
4.66,7,2.06,0.0,2.72
4.66,8,1.27,0.0,1.92
4.66,9,0.49,0.0,1.22
4.66,10,0.07,0.0,0.67
4.66,11,0.0,0.0,0.45
4.66,12,-0.07,0.0,0.67
4.66,13,-0.49,0.0,1.22
4.66,14,-1.27,0.0,1.92
4.66,15,-2.06,0.0,2.72
4.66,16,-2.4,0.0,3.6
4.66,17,-2.06,0.0,4.41
4.66,18,-1.27,0.0,4.78
4.66,19,-0.49,0.0,4.56
4.66,20,0.05,0.0,3.98
4.68,1,0.0,0.0,3.75
4.68,2,0.07,0.0,4.03
4.68,3,0.49,0.0,4.56
4.68,4,1.27,0.0,4.78
4.68,5,2.06,0.0,4.41
4.68,6,2.4,0.0,3.6
4.68,7,2.06,0.0,2.72
4.68,8,1.27,0.0,1.92
4.68,9,0.49,0.0,1.22
