time,id,x,y,z
2.13,20,7.79,0.0,2.07
2.15,1,-7.72,0.0,1.97
2.15,2,-6.29,0.0,2.26
2.15,3,-4.92,0.0,2.67
2.15,4,-3.51,0.0,2.91
2.15,5,-1.99,0.0,2.86
2.15,6,-0.41,0.0,2.64
2.15,7,1.16,0.0,2.44
2.15,8,1.27,0.0,1.92
2.15,9,0.49,0.0,1.22
2.15,10,0.07,0.0,0.67
2.15,11,0.0,0.0,0.45
2.15,12,-0.07,0.0,0.67
2.15,13,-0.49,0.0,1.22
2.15,14,-1.27,0.0,1.92
2.15,15,0.26,0.0,2.06
2.15,16,1.82,0.0,2.36
2.15,17,3.39,0.0,2.59
2.15,18,4.91,0.0,2.65
2.15,19,6.35,0.0,2.45
2.15,20,7.75,0.0,2.08
2.16,1,-7.67,0.0,1.98
2.16,2,-6.24,0.0,2.27
2.16,3,-4.87,0.0,2.69
2.16,4,-3.46,0.0,2.93
2.16,5,-1.94,0.0,2.88
2.16,6,-0.36,0.0,2.65
2.16,7,1.21,0.0,2.45
2.16,8,1.27,0.0,1.92
2.16,9,0.49,0.0,1.22
2.16,10,0.07,0.0,0.67
2.16,11,0.0,0.0,0.45
2.16,12,-0.07,0.0,0.67
2.16,13,-0.49,0.0,1.22
2.16,14,-1.27,0.0,1.92
2.16,15,0.22,0.0,2.08
2.16,16,1.77,0.0,2.37
2.16,17,3.34,0.0,2.6
2.16,18,4.87,0.0,2.67
2.16,19,6.3,0.0,2.46
2.16,20,7.7,0.0,2.1
2.18,1,-7.62,0.0,2.0
2.18,2,-6.2,0.0,2.29
2.18,3,-4.83,0.0,2.71
2.18,4,-3.41,0.0,2.95
2.18,5,-1.89,0.0,2.89
2.18,6,-0.31,0.0,2.67
2.18,7,1.25,0.0,2.47
2.18,8,1.27,0.0,1.92
2.18,9,0.49,0.0,1.22
2.18,10,0.07,0.0,0.67
2.18,11,0.0,0.0,0.45
2.18,12,-0.07,0.0,0.67
2.18,13,-0.49,0.0,1.22
2.18,14,-1.27,0.0,1.92
2.18,15,0.17,0.0,2.09
2.18,16,1.72,0.0,2.39
2.18,17,3.3,0.0,2.62
2.18,18,4.82,0.0,2.69
2.18,19,6.25,0.0,2.48
2.18,20,7.65,0.0,2.11
2.19,1,-7.57,0.0,2.01
2.19,2,-6.15,0.0,2.3
2.19,3,-4.78,0.0,2.72
2.19,4,-3.37,0.0,2.97
2.19,5,-1.85,0.0,2.91
2.19,6,-0.27,0.0,2.69
2.19,7,1.3,0.0,2.48
2.19,8,1.27,0.0,1.92
2.19,9,0.49,0.0,1.22
2.19,10,0.07,0.0,0.67
2.19,11,0.0,0.0,0.45
2.19,12,-0.07,0.0,0.67
2.19,13,-0.49,0.0,1.22
2.19,14,-1.27,0.0,1.92
2.19,15,0.12,0.0,2.1
2.19,16,1.68,0.0,2.4
2.19,17,3.25,0.0,2.63
2.19,18,4.77,0.0,2.7
2.19,19,6.2,0.0,2.49
2.19,20,7.6,0.0,2.12
2.21,1,-7.52,0.0,2.02
2.21,2,-6.1,0.0,2.31
2.21,3,-4.73,0.0,2.74
2.21,4,-3.32,0.0,2.98
2.21,5,-1.8,0.0,2.93
2.21,6,-0.22,0.0,2.7
2.21,7,1.35,0.0,2.5
2.21,8,1.27,0.0,1.92
2.21,9,0.49,0.0,1.22
2.21,10,0.07,0.0,0.67
2.21,11,0.0,0.0,0.45
2.21,12,-0.07,0.0,0.67
2.21,13,-0.49,0.0,1.22
2.21,14,-1.27,0.0,1.92
2.21,15,0.07,0.0,2.12
2.21,16,1.63,0.0,2.41
2.21,17,3.2,0.0,2.65
2.21,18,4.72,0.0,2.72
2.21,19,6.16,0.0,2.51
2.21,20,7.55,0.0,2.13
2.22,1,-7.48,0.0,2.03
2.22,2,-6.05,0.0,2.33
2.22,3,-4.68,0.0,2.76
2.22,4,-3.28,0.0,3.0
2.22,5,-1.75,0.0,2.95
2.22,6,-0.17,0.0,2.72
2.22,7,1.39,0.0,2.51
2.22,8,1.27,0.0,1.92
2.22,9,0.49,0.0,1.22
2.22,10,0.07,0.0,0.67
2.22,11,0.0,0.0,0.45
2.22,12,-0.07,0.0,0.67
2.22,13,-0.49,0.0,1.22
2.22,14,-1.27,0.0,1.92
2.22,15,0.02,0.0,2.13
2.22,16,1.58,0.0,2.43
2.22,17,3.15,0.0,2.67
2.22,18,4.68,0.0,2.73
2.22,19,6.11,0.0,2.52
2.22,20,7.5,0.0,2.14
2.24,1,-7.43,0.0,2.04
2.24,2,-6.0,0.0,2.34
2.24,3,-4.64,0.0,2.77
2.24,4,-3.23,0.0,3.02
2.24,5,-1.71,0.0,2.96
2.24,6,-0.12,0.0,2.73
2.24,7,1.43,0.0,2.53
2.24,8,1.27,0.0,1.92
2.24,9,0.49,0.0,1.22
2.24,10,0.07,0.0,0.67
2.24,11,0.0,0.0,0.45
2.24,12,-0.07,0.0,0.67
2.24,13,-0.49,0.0,1.22
2.24,14,-1.27,0.0,1.92
2.24,15,-0.02,0.0,2.14
2.24,16,1.54,0.0,2.44
2.24,17,3.11,0.0,2.68
2.24,18,4.63,0.0,2.75
2.24,19,6.06,0.0,2.54
2.24,20,7.45,0.0,2.16
2.26,1,-7.38,0.0,2.05
2.26,2,-5.95,0.0,2.35
2.26,3,-4.59,0.0,2.79
2.26,4,-3.18,0.0,3.04
2.26,5,-1.66,0.0,2.98
2.26,6,-0.08,0.0,2.75
2.26,7,1.47,0.0,2.55
2.26,8,1.27,0.0,1.92
2.26,9,0.49,0.0,1.22
2.26,10,0.07,0.0,0.67
2.26,11,0.0,0.0,0.45
2.26,12,-0.07,0.0,0.67
2.26,13,-0.49,0.0,1.22
2.26,14,-1.27,0.0,1.92
2.26,15,-0.07,0.0,2.16
2.26,16,1.5,0.0,2.44
2.26,17,3.06,0.0,2.7
2.26,18,4.58,0.0,2.77
2.26,19,6.01,0.0,2.55
2.26,20,7.41,0.0,2.17
2.27,1,-7.33,0.0,2.06
2.27,2,-5.91,0.0,2.37
2.27,3,-4.54,0.0,2.8
2.27,4,-3.14,0.0,3.06
2.27,5,-1.61,0.0,3.0
2.27,6,-0.03,0.0,2.77
2.27,7,1.52,0.0,2.57
2.27,8,1.27,0.0,1.92
2.27,9,0.49,0.0,1.22
2.27,10,0.07,0.0,0.67
2.27,11,0.0,0.0,0.45
2.27,12,-0.07,0.0,0.67
2.27,13,-0.49,0.0,1.22
2.27,14,-1.27,0.0,1.92
2.27,15,-0.12,0.0,2.17
2.27,16,1.46,0.0,2.45
2.27,17,3.01,0.0,2.71
2.27,18,4.53,0.0,2.78
2.27,19,5.96,0.0,2.56
2.27,20,7.36,0.0,2.18
2.29,1,-7.28,0.0,2.07
2.29,2,-5.86,0.0,2.38
2.29,3,-4.5,0.0,2.82
2.29,4,-3.09,0.0,3.07
2.29,5,-1.57,0.0,3.02
2.29,6,0.02,0.0,2.78
2.29,7,1.57,0.0,2.59
2.29,8,1.27,0.0,1.92
2.29,9,0.49,0.0,1.22
2.29,10,0.07,0.0,0.67
2.29,11,0.0,0.0,0.45
2.29,12,-0.07,0.0,0.67
2.29,13,-0.49,0.0,1.22
2.29,14,-1.27,0.0,1.92
2.29,15,-0.17,0.0,2.18
2.29,16,1.41,0.0,2.45
2.29,17,2.96,0.0,2.73
2.29,18,4.49,0.0,2.8
2.29,19,5.92,0.0,2.58
2.29,20,7.31,0.0,2.19
2.3,1,-7.23,0.0,2.08
2.3,2,-5.81,0.0,2.39
2.3,3,-4.45,0.0,2.84
2.3,4,-3.04,0.0,3.09
2.3,5,-1.52,0.0,3.03
2.3,6,0.07,0.0,2.8
2.3,7,1.63,0.0,2.61
2.3,8,1.27,0.0,1.92
2.3,9,0.49,0.0,1.22
2.3,10,0.07,0.0,0.67
2.3,11,0.0,0.0,0.45
2.3,12,-0.07,0.0,0.67
2.3,13,-0.49,0.0,1.22
2.3,14,-1.27,0.0,1.92
2.3,15,-0.22,0.0,2.2
2.3,16,1.35,0.0,2.46
2.3,17,2.92,0.0,2.74
2.3,18,4.44,0.0,2.81
2.3,19,5.87,0.0,2.59
2.3,20,7.26,0.0,2.2
2.32,1,-7.18,0.0,2.09
2.32,2,-5.76,0.0,2.41
2.32,3,-4.4,0.0,2.85
2.32,4,-3.0,0.0,3.11
2.32,5,-1.47,0.0,3.05
2.32,6,0.11,0.0,2.81
2.32,7,1.68,0.0,2.62
2.32,8,1.27,0.0,1.92
2.32,9,0.49,0.0,1.22
2.32,10,0.07,0.0,0.67
2.32,11,0.0,0.0,0.45
2.32,12,-0.07,0.0,0.67
2.32,13,-0.49,0.0,1.22
2.32,14,-1.27,0.0,1.92
2.32,15,-0.27,0.0,2.21
2.32,16,1.3,0.0,2.47
2.32,17,2.87,0.0,2.76
2.32,18,4.39,0.0,2.83
2.32,19,5.82,0.0,2.61
2.32,20,7.21,0.0,2.22
2.33,1,-7.13,0.0,2.11
2.33,2,-5.71,0.0,2.42
2.33,3,-4.35,0.0,2.87
2.33,4,-2.95,0.0,3.13
2.33,5,-1.43,0.0,3.07
2.33,6,0.16,0.0,2.83
2.33,7,1.73,0.0,2.63
2.33,8,1.27,0.0,1.92
2.33,9,0.49,0.0,1.22
2.33,10,0.07,0.0,0.67
2.33,11,0.0,0.0,0.45
2.33,12,-0.07,0.0,0.67
2.33,13,-0.49,0.0,1.22
2.33,14,-1.27,0.0,1.92
2.33,15,-0.31,0.0,2.22
2.33,16,1.25,0.0,2.49
2.33,17,2.82,0.0,2.78
2.33,18,4.35,0.0,2.85
2.33,19,5.77,0.0,2.62
2.33,20,7.16,0.0,2.23
2.35,1,-7.09,0.0,2.12
2.35,2,-5.67,0.0,2.43
2.35,3,-4.31,0.0,2.89
2.35,4,-2.9,0.0,3.15
2.35,5,-1.38,0.0,3.09
2.35,6,0.21,0.0,2.85
2.35,7,1.77,0.0,2.65
2.35,8,1.27,0.0,1.92
2.35,9,0.49,0.0,1.22
2.35,10,0.07,0.0,0.67
2.35,11,0.0,0.0,0.45
2.35,12,-0.07,0.0,0.67
2.35,13,-0.49,0.0,1.22
2.35,14,-1.27,0.0,1.92
2.35,15,-0.36,0.0,2.24
2.35,16,1.21,0.0,2.5
2.35,17,2.77,0.0,2.79
2.35,18,4.3,0.0,2.86
2.35,19,5.73,0.0,2.64
2.35,20,7.11,0.0,2.24
2.36,1,-7.04,0.0,2.13
2.36,2,-5.62,0.0,2.45
2.36,3,-4.26,0.0,2.9
2.36,4,-2.86,0.0,3.17
2.36,5,-1.33,0.0,3.11
2.36,6,0.25,0.0,2.86
2.36,7,1.82,0.0,2.66
2.36,8,1.27,0.0,1.92
2.36,9,0.49,0.0,1.22
2.36,10,0.07,0.0,0.67
2.36,11,0.0,0.0,0.45
2.36,12,-0.07,0.0,0.67
2.36,13,-0.49,0.0,1.22
2.36,14,-1.27,0.0,1.92
2.36,15,-0.41,0.0,2.25
2.36,16,1.16,0.0,2.52
2.36,17,2.73,0.0,2.81
2.36,18,4.25,0.0,2.88
2.36,19,5.68,0.0,2.65
2.36,20,7.07,0.0,2.25
2.38,1,-6.99,0.0,2.14
2.38,2,-5.57,0.0,2.46
2.38,3,-4.21,0.0,2.92
2.38,4,-2.81,0.0,3.18
2.38,5,-1.29,0.0,3.12
2.38,6,0.3,0.0,2.88
2.38,7,1.87,0.0,2.67
2.38,8,1.27,0.0,1.92
2.38,9,0.49,0.0,1.22
2.38,10,0.07,0.0,0.67
2.38,11,0.0,0.0,0.45
2.38,12,-0.07,0.0,0.67
2.38,13,-0.49,0.0,1.22
2.38,14,-1.27,0.0,1.92
2.38,15,-0.46,0.0,2.26
2.38,16,1.11,0.0,2.53
2.38,17,2.68,0.0,2.82
2.38,18,4.2,0.0,2.89
2.38,19,5.63,0.0,2.67
2.38,20,7.02,0.0,2.26
2.4,1,-6.94,0.0,2.15
2.4,2,-5.52,0.0,2.47
2.4,3,-4.17,0.0,2.94
2.4,4,-2.76,0.0,3.2
2.4,5,-1.24,0.0,3.14
2.4,6,0.35,0.0,2.89
2.4,7,1.92,0.0,2.68
2.4,8,1.27,0.0,1.92
2.4,9,0.49,0.0,1.22
2.4,10,0.07,0.0,0.67
2.4,11,0.0,0.0,0.45
2.4,12,-0.07,0.0,0.67
2.4,13,-0.49,0.0,1.22
2.4,14,-1.27,0.0,1.92
2.4,15,-0.51,0.0,2.28
2.4,16,1.06,0.0,2.55
2.4,17,2.63,0.0,2.84
2.4,18,4.16,0.0,2.91
2.4,19,5.58,0.0,2.68
2.4,20,6.97,0.0,2.27
2.41,1,-6.89,0.0,2.16
2.41,2,-5.47,0.0,2.48
2.41,3,-4.12,0.0,2.95
2.41,4,-2.72,0.0,3.22
2.41,5,-1.19,0.0,3.16
2.41,6,0.4,0.0,2.91
2.41,7,1.97,0.0,2.69
2.41,8,1.27,0.0,1.92
2.41,9,0.49,0.0,1.22
2.41,10,0.07,0.0,0.67
2.41,11,0.0,0.0,0.45
2.41,12,-0.07,0.0,0.67
2.41,13,-0.49,0.0,1.22
2.41,14,-1.27,0.0,1.92
2.41,15,-0.55,0.0,2.29
2.41,16,1.01,0.0,2.56
2.41,17,2.58,0.0,2.85
2.41,18,4.11,0.0,2.93
2.41,19,5.53,0.0,2.7
2.41,20,6.92,0.0,2.29
2.43,1,-6.84,0.0,2.17
2.43,2,-5.42,0.0,2.5
2.43,3,-4.07,0.0,2.97
2.43,4,-2.67,0.0,3.24
2.43,5,-1.15,0.0,3.18
2.43,6,0.44,0.0,2.93
2.43,7,2.02,0.0,2.7
2.43,8,1.27,0.0,1.92
2.43,9,0.49,0.0,1.22
2.43,10,0.07,0.0,0.67
2.43,11,0.0,0.0,0.45
2.43,12,-0.07,0.0,0.67
2.43,13,-0.49,0.0,1.22
2.43,14,-1.27,0.0,1.92
2.43,15,-0.6,0.0,2.3
2.43,16,0.97,0.0,2.58
2.43,17,2.54,0.0,2.87
2.43,18,4.06,0.0,2.94
2.43,19,5.49,0.0,2.71
2.43,20,6.87,0.0,2.3
2.44,1,-6.79,0.0,2.18
2.44,2,-5.38,0.0,2.51
2.44,3,-4.02,0.0,2.98
2.44,4,-2.62,0.0,3.26
2.44,5,-1.1,0.0,3.19
2.44,6,0.49,0.0,2.94
2.44,7,2.06,0.0,2.72
2.44,8,1.27,0.0,1.92
2.44,9,0.49,0.0,1.22
2.44,10,0.07,0.0,0.67
2.44,11,0.0,0.0,0.45
2.44,12,-0.07,0.0,0.67
2.44,13,-0.49,0.0,1.22
2.44,14,-1.27,0.0,1.92
2.44,15,-0.65,0.0,2.32
2.44,16,0.92,0.0,2.59
2.44,17,2.49,0.0,2.88
2.44,18,4.01,0.0,2.96
2.44,19,5.44,0.0,2.73
2.44,20,6.82,0.0,2.31
2.46,1,-6.74,0.0,2.19
2.46,2,-5.33,0.0,2.52
2.46,3,-3.98,0.0,3.0
2.46,4,-2.58,0.0,3.27
2.46,5,-1.05,0.0,3.21
2.46,6,0.54,0.0,2.96
2.46,7,2.06,0.0,2.72
2.46,8,1.27,0.0,1.92
2.46,9,0.49,0.0,1.22
2.46,10,0.07,0.0,0.67
2.46,11,0.0,0.0,0.45
2.46,12,-0.07,0.0,0.67
2.46,13,-0.49,0.0,1.22
2.46,14,-1.27,0.0,1.92
2.46,15,-0.7,0.0,2.33
2.46,16,0.87,0.0,2.6
2.46,17,2.44,0.0,2.9
2.46,18,3.97,0.0,2.98
2.46,19,5.39,0.0,2.74
2.46,20,6.78,0.0,2.32
2.47,1,-6.7,0.0,2.21
2.47,2,-5.28,0.0,2.54
2.47,3,-3.93,0.0,3.02
2.47,4,-2.53,0.0,3.29
2.47,5,-1.01,0.0,3.23
2.47,6,0.59,0.0,2.97
2.47,7,2.06,0.0,2.72
2.47,8,1.27,0.0,1.92
2.47,9,0.49,0.0,1.22
2.47,10,0.07,0.0,0.67
2.47,11,0.0,0.0,0.45
2.47,12,-0.07,0.0,0.67
2.47,13,-0.49,0.0,1.22
2.47,14,-1.27,0.0,1.92
2.47,15,-0.75,0.0,2.34
2.47,16,0.82,0.0,2.62
2.47,17,2.39,0.0,2.92
2.47,18,3.92,0.0,2.99
2.47,19,5.34,0.0,2.75
2.47,20,6.73,0.0,2.33
2.49,1,-6.65,0.0,2.22
2.49,2,-5.23,0.0,2.55
2.49,3,-3.88,0.0,3.03
2.49,4,-2.48,0.0,3.31
2.49,5,-0.96,0.0,3.25
2.49,6,0.63,0.0,2.99
2.49,7,2.06,0.0,2.72
2.49,8,1.27,0.0,1.92
2.49,9,0.49,0.0,1.22
2.49,10,0.07,0.0,0.67
2.49,11,0.0,0.0,0.45
2.49,12,-0.07,0.0,0.67
2.49,13,-0.49,0.0,1.22
2.49,14,-1.27,0.0,1.92
2.49,15,-0.8,0.0,2.36
2.49,16,0.78,0.0,2.63
2.49,17,2.35,0.0,2.93
2.49,18,3.87,0.0,3.01
2.49,19,5.3,0.0,2.77
2.49,20,6.68,0.0,2.35
2.51,1,-6.6,0.0,2.23
2.51,2,-5.18,0.0,2.56
2.51,3,-3.83,0.0,3.05
2.51,4,-2.44,0.0,3.33
2.51,5,-0.91,0.0,3.26
2.51,6,0.68,0.0,3.01
2.51,7,2.06,0.0,2.72
2.51,8,1.27,0.0,1.92
2.51,9,0.49,0.0,1.22
2.51,10,0.07,0.0,0.67
2.51,11,0.0,0.0,0.45
2.51,12,-0.07,0.0,0.67
2.51,13,-0.49,0.0,1.22
2.51,14,-1.27,0.0,1.92
2.51,15,-0.84,0.0,2.37
2.51,16,0.73,0.0,2.65
2.51,17,2.3,0.0,2.95
2.51,18,3.83,0.0,3.02
2.51,19,5.25,0.0,2.78
2.51,20,6.63,0.0,2.36
2.52,1,-6.55,0.0,2.24
2.52,2,-5.14,0.0,2.58
2.52,3,-3.79,0.0,3.07
2.52,4,-2.39,0.0,3.35
2.52,5,-0.87,0.0,3.28
2.52,6,0.73,0.0,3.03
2.52,7,2.06,0.0,2.72
2.52,8,1.27,0.0,1.92
2.52,9,0.49,0.0,1.22
2.52,10,0.07,0.0,0.67
2.52,11,0.0,0.0,0.45
2.52,12,-0.07,0.0,0.67
2.52,13,-0.49,0.0,1.22
2.52,14,-1.27,0.0,1.92
2.52,15,-0.89,0.0,2.38
2.52,16,0.68,0.0,2.66
2.52,17,2.26,0.0,2.97
2.52,18,3.78,0.0,3.04
2.52,19,5.2,0.0,2.8
2.52,20,6.58,0.0,2.37
2.54,1,-6.5,0.0,2.25
2.54,2,-5.09,0.0,2.59
2.54,3,-3.74,0.0,3.08
2.54,4,-2.34,0.0,3.36
2.54,5,-0.82,0.0,3.3
2.54,6,0.77,0.0,3.04
2.54,7,2.06,0.0,2.72
2.54,8,1.27,0.0,1.92
2.54,9,0.49,0.0,1.22
2.54,10,0.07,0.0,0.67
2.54,11,0.0,0.0,0.45
2.54,12,-0.07,0.0,0.67
2.54,13,-0.49,0.0,1.22
2.54,14,-1.27,0.0,1.92
2.54,15,-0.94,0.0,2.4
2.54,16,0.63,0.0,2.67
2.54,17,2.21,0.0,2.98
2.54,18,3.73,0.0,3.06
2.54,19,5.15,0.0,2.81
2.54,20,6.53,0.0,2.38
2.55,1,-6.45,0.0,2.26
2.55,2,-5.04,0.0,2.6
2.55,3,-3.69,0.0,3.1
2.55,4,-2.3,0.0,3.38
2.55,5,-0.77,0.0,3.32
2.55,6,0.82,0.0,3.06
2.55,7,2.06,0.0,2.72
2.55,8,1.27,0.0,1.92
2.55,9,0.49,0.0,1.22
2.55,10,0.07,0.0,0.67
2.55,11,0.0,0.0,0.45
2.55,12,-0.07,0.0,0.67
2.55,13,-0.49,0.0,1.22
2.55,14,-1.27,0.0,1.92
2.55,15,-0.99,0.0,2.41
2.55,16,0.58,0.0,2.69
2.55,17,2.17,0.0,3.0
2.55,18,3.68,0.0,3.07
2.55,19,5.1,0.0,2.83
2.55,20,6.48,0.0,2.39
2.57,1,-6.4,0.0,2.27
2.57,2,-4.99,0.0,2.62
2.57,3,-3.65,0.0,3.11
2.57,4,-2.25,0.0,3.4
2.57,5,-0.73,0.0,3.34
2.57,6,0.87,0.0,3.07
2.57,7,2.06,0.0,2.72
2.57,8,1.27,0.0,1.92
2.57,9,0.49,0.0,1.22
2.57,10,0.07,0.0,0.67
2.57,11,0.0,0.0,0.45
2.57,12,-0.07,0.0,0.67
2.57,13,-0.49,0.0,1.22
2.57,14,-1.27,0.0,1.92
2.57,15,-1.04,0.0,2.42
2.57,16,0.54,0.0,2.7
2.57,17,2.12,0.0,3.02
2.57,18,3.64,0.0,3.09
2.57,19,5.06,0.0,2.84
2.57,20,6.44,0.0,2.41
2.58,1,-6.35,0.0,2.28
2.58,2,-4.94,0.0,2.63
2.58,3,-3.6,0.0,3.13
2.58,4,-2.2,0.0,3.42
2.58,5,-0.68,0.0,3.35
2.58,6,0.92,0.0,3.09
2.58,7,2.06,0.0,2.72
2.58,8,1.27,0.0,1.92
2.58,9,0.49,0.0,1.22
2.58,10,0.07,0.0,0.67
2.58,11,0.0,0.0,0.45
2.58,12,-0.07,0.0,0.67
2.58,13,-0.49,0.0,1.22
2.58,14,-1.27,0.0,1.92
2.58,15,-1.08,0.0,2.44
2.58,16,0.49,0.0,2.72
2.58,17,2.07,0.0,3.04
2.58,18,3.59,0.0,3.1
2.58,19,5.01,0.0,2.86
2.58,20,6.39,0.0,2.42
2.6,1,-6.31,0.0,2.29
2.6,2,-4.89,0.0,2.64
2.6,3,-3.55,0.0,3.15
2.6,4,-2.16,0.0,3.44
2.6,5,-0.63,0.0,3.37
2.6,6,0.96,0.0,3.11
2.6,7,2.06,0.0,2.72
2.6,8,1.27,0.0,1.92
2.6,9,0.49,0.0,1.22
2.6,10,0.07,0.0,0.67
2.6,11,0.0,0.0,0.45
2.6,12,-0.07,0.0,0.67
2.6,13,-0.49,0.0,1.22
2.6,14,-1.27,0.0,1.92
2.6,15,-1.13,0.0,2.45
2.6,16,0.44,0.0,2.73
2.6,17,2.02,0.0,3.06
2.6,18,3.54,0.0,3.12
2.6,19,4.96,0.0,2.87
2.6,20,6.34,0.0,2.43
2.61,1,-6.26,0.0,2.3
2.61,2,-4.85,0.0,2.66
2.61,3,-3.5,0.0,3.16
2.61,4,-2.11,0.0,3.46
2.61,5,-0.59,0.0,3.39
2.61,6,1.01,0.0,3.12
2.61,7,2.06,0.0,2.72
2.61,8,1.27,0.0,1.92
2.61,9,0.49,0.0,1.22
2.61,10,0.07,0.0,0.67
2.61,11,0.0,0.0,0.45
2.61,12,-0.07,0.0,0.67
2.61,13,-0.49,0.0,1.22
2.61,14,-1.27,0.0,1.92
2.61,15,-1.18,0.0,2.46
2.61,16,0.39,0.0,2.75
2.61,17,1.98,0.0,3.08
2.61,18,3.5,0.0,3.14
2.61,19,4.91,0.0,2.89
2.61,20,6.29,0.0,2.44
2.63,1,-6.21,0.0,2.32
2.63,2,-4.8,0.0,2.67
2.63,3,-3.46,0.0,3.18
2.63,4,-2.07,0.0,3.47
2.63,5,-0.54,0.0,3.41
2.63,6,1.06,0.0,3.14
2.63,7,2.06,0.0,2.72
2.63,8,1.27,0.0,1.92
2.63,9,0.49,0.0,1.22
2.63,10,0.07,0.0,0.67
2.63,11,0.0,0.0,0.45
2.63,12,-0.07,0.0,0.67
2.63,13,-0.49,0.0,1.22
2.63,14,-1.27,0.0,1.92
2.63,15,-1.23,0.0,2.48
2.63,16,0.35,0.0,2.76
2.63,17,1.93,0.0,3.09
2.63,18,3.45,0.0,3.15
2.63,19,4.87,0.0,2.9
2.63,20,6.24,0.0,2.45
2.64,1,-6.16,0.0,2.33
2.64,2,-4.75,0.0,2.68
2.64,3,-3.41,0.0,3.2
2.64,4,-2.02,0.0,3.49
2.64,5,-0.49,0.0,3.42
2.64,6,1.11,0.0,3.15
2.64,7,2.06,0.0,2.72
2.64,8,1.27,0.0,1.92
2.64,9,0.49,0.0,1.22
2.64,10,0.07,0.0,0.67
2.64,11,0.0,0.0,0.45
2.64,12,-0.07,0.0,0.67
2.64,13,-0.49,0.0,1.22
2.64,14,-1.27,0.0,1.92
2.64,15,-1.28,0.0,2.49
2.64,16,0.3,0.0,2.77
2.64,17,1.88,0.0,3.11
2.64,18,3.4,0.0,3.17
2.64,19,4.82,0.0,2.92
2.64,20,6.19,0.0,2.47
2.66,1,-6.11,0.0,2.34
2.66,2,-4.7,0.0,2.7
2.66,3,-3.36,0.0,3.21
2.66,4,-1.97,0.0,3.51
2.66,5,-0.45,0.0,3.44
2.66,6,1.15,0.0,3.17
2.66,7,2.06,0.0,2.72
2.66,8,1.27,0.0,1.92
2.66,9,0.49,0.0,1.22
2.66,10,0.07,0.0,0.67
2.66,11,0.0,0.0,0.45
2.66,12,-0.07,0.0,0.67
2.66,13,-0.49,0.0,1.22
2.66,14,-1.27,0.0,1.92
2.66,15,-1.32,0.0,2.51
2.66,16,0.25,0.0,2.79
2.66,17,1.83,0.0,3.12
2.66,18,3.35,0.0,3.19
2.66,19,4.77,0.0,2.93
2.66,20,6.14,0.0,2.48
2.68,1,-6.06,0.0,2.35
2.68,2,-4.65,0.0,2.71
2.68,3,-3.32,0.0,3.23
2.68,4,-1.93,0.0,3.53
2.68,5,-0.4,0.0,3.46
2.68,6,1.2,0.0,3.19
2.68,7,2.06,0.0,2.72
2.68,8,1.27,0.0,1.92
2.68,9,0.49,0.0,1.22
2.68,10,0.07,0.0,0.67
2.68,11,0.0,0.0,0.45
2.68,12,-0.07,0.0,0.67
2.68,13,-0.49,0.0,1.22
2.68,14,-1.27,0.0,1.92
2.68,15,-1.37,0.0,2.52
2.68,16,0.2,0.0,2.8
2.68,17,1.79,0.0,3.14
2.68,18,3.31,0.0,3.2
2.68,19,4.72,0.0,2.94
2.68,20,6.1,0.0,2.49
2.69,1,-6.01,0.0,2.36
2.69,2,-4.61,0.0,2.72
2.69,3,-3.27,0.0,3.25
2.69,4,-1.88,0.0,3.55
2.69,5,-0.35,0.0,3.48
2.69,6,1.25,0.0,3.2
2.69,7,2.06,0.0,2.72
2.69,8,1.27,0.0,1.92
2.69,9,0.49,0.0,1.22
2.69,10,0.07,0.0,0.67
2.69,11,0.0,0.0,0.45
2.69,12,-0.07,0.0,0.67
2.69,13,-0.49,0.0,1.22
2.69,14,-1.27,0.0,1.92
2.69,15,-1.42,0.0,2.53
2.69,16,0.15,0.0,2.82
2.69,17,1.74,0.0,3.16
2.69,18,3.26,0.0,3.22
2.69,19,4.67,0.0,2.96
2.69,20,6.05,0.0,2.5
2.71,1,-5.97,0.0,2.37
2.71,2,-4.56,0.0,2.74
2.71,3,-3.22,0.0,3.26
2.71,4,-1.83,0.0,3.56
2.71,5,-0.31,0.0,3.5
2.71,6,1.29,0.0,3.22
2.71,7,2.06,0.0,2.72
2.71,8,1.27,0.0,1.92
2.71,9,0.49,0.0,1.22
2.71,10,0.07,0.0,0.67
2.71,11,0.0,0.0,0.45
2.71,12,-0.07,0.0,0.67
2.71,13,-0.49,0.0,1.22
2.71,14,-1.27,0.0,1.92
2.71,15,-1.47,0.0,2.55
2.71,16,0.11,0.0,2.83
2.71,17,1.69,0.0,3.17
2.71,18,3.21,0.0,3.23
2.71,19,4.63,0.0,2.97
2.71,20,6.0,0.0,2.51
2.72,1,-5.92,0.0,2.38
2.72,2,-4.51,0.0,2.75
2.72,3,-3.17,0.0,3.28
2.72,4,-1.79,0.0,3.58
2.72,5,-0.26,0.0,3.51
2.72,6,1.34,0.0,3.24
2.72,7,2.06,0.0,2.72
2.72,8,1.27,0.0,1.92
2.72,9,0.49,0.0,1.22
2.72,10,0.07,0.0,0.67
2.72,11,0.0,0.0,0.45
2.72,12,-0.07,0.0,0.67
2.72,13,-0.49,0.0,1.22
2.72,14,-1.27,0.0,1.92
2.72,15,-1.52,0.0,2.56
2.72,16,0.06,0.0,2.85
2.72,17,1.64,0.0,3.19
